"","Scenario","SLR","Rainfall","maxcontents","maxstructure","df10cm","bruun_factor","Av_ppl"
"3034",3034,0.17,21.1,523.82,7266,0.07,98,2.1
"3035",3035,0.15,21.9,563.23,7595,-0.05,92,3
"3036",3036,0.43,0.4,743.59,5684,-0.02,70,2.5
"3037",3037,0.39,-10,2439.27,8612,0.06,70,2.1
"3038",3038,0.83,14.4,2234.16,5105,0.01,51,2.4
"3039",3039,0.54,-5.2,1511.13,8383,-0.1,64,2.3
"3040",3040,0.55,-4.6,1994.57,9852,-0.05,87,2.7
"3041",3041,0.04,12.3,1443.6,6602,0.09,46,2.5
"3042",3042,0.74,25.5,1046.96,8962,0.01,48,2.5
"3043",3043,0.55,13.9,2095.34,4967,-0.01,84,2.4
"3044",3044,0.72,22.2,604.64,8490,0.02,78,2.8
"3045",3045,0.92,-7,1707.26,4297,0.08,42,2.3
"3046",3046,0.78,2.8,715.04,5989,-0.08,15,2.1
"3047",3047,0.5,5.2,1316.87,6877,0.07,47,2.5
"3048",3048,0.09,9.7,1678.32,6843,0.05,69,2.1
"3049",3049,0.53,10.5,2306.88,6018,-0.02,59,2.5
"3050",3050,0.75,17.5,1959.47,8290,-0.02,15,3
"3051",3051,0.5,-5.3,632.64,6273,-0.08,16,2.1
"3052",3052,0.57,28.5,513.21,7288,0.05,76,2.5
"3053",3053,0.87,-7.2,1643.91,4284,-0.08,13,2.2
"3054",3054,0.49,19.4,778.39,6761,-0.09,78,2.8
"3055",3055,0.07,13.4,1548.05,5310,-0.08,39,2
"3056",3056,0.73,4.1,740.39,5142,0.07,82,2.6
"3057",3057,0.85,24.8,1985.65,7571,0.01,85,2.2
"3058",3058,0.81,4.9,2417.28,4730,-0.05,22,2.9
"3059",3059,0.32,14.1,1151.13,7402,-0.08,76,2.6
"3060",3060,0.12,12.4,2172.77,8997,-0.04,35,2.3
"3061",3061,0.42,-7.5,1598.49,5081,0.01,69,2.5
"3062",3062,0.85,29.8,1667.01,4608,0.04,37,2.5
"3063",3063,0.12,17,2054.23,7714,-0.01,65,2.3
"3064",3064,0.85,20.5,856.53,5454,-0.09,14,2.4
"3065",3065,0.05,17.5,2223.33,5241,0.02,65,2.2
"3066",3066,0.06,11.9,2096.62,6269,-0.05,41,2.1
"3067",3067,0.66,-3.3,1539.62,6837,0.02,21,2.9
"3068",3068,0.13,5.4,1876.05,9483,-0.02,32,2.9
"3069",3069,0.13,19.8,1232.17,4361,0.07,22,2.1
"3070",3070,0.06,5.9,573.4,5018,0.04,26,2.6
"3071",3071,0.41,7.7,657.26,6660,-0.02,12,2.1
"3072",3072,0.56,13.3,2169.45,6917,0.06,27,2.1
"3073",3073,0.44,-1.3,1197.11,6762,-0.1,88,3
"3074",3074,0.47,19.7,1007.75,4184,-0.02,56,2.4
"3075",3075,0.36,3.7,1113.17,6516,-0.04,27,2.6
"3076",3076,0.6,-5.8,1227.92,8987,0,24,2.5
"3077",3077,0.43,1.4,633.45,8455,-0.01,43,2.5
"3078",3078,0.4,1.4,2108.55,7093,0.03,65,2.1
"3079",3079,0.18,26.1,1689.03,5285,0.08,66,2.7
"3080",3080,0.89,18.6,1440.61,9918,-0.08,63,2.6
"3081",3081,0.59,4.2,1671.83,6834,-0.05,14,2.6
"3082",3082,0.19,29.3,2212.37,5148,-0.1,67,2.4
"3083",3083,0.45,28.9,1168.6,9222,-0.05,67,2.1
"3084",3084,0.05,18.9,2026.95,7181,0.07,91,2.4
"3085",3085,0.53,18.1,1193.74,7005,-0.1,88,2.9
"3086",3086,0.36,6,2430.01,9236,0.03,95,2.4
"3087",3087,0.22,-0.3,791.23,6882,0.01,11,2.4
"3088",3088,0.45,18.2,1961.19,6906,0.1,35,2.1
"3089",3089,0.87,1.6,1456.82,5993,0,49,2.9
"3090",3090,0.42,2.9,1729.44,6578,-0.03,43,2.3
"3091",3091,0.57,9.3,2135.84,4548,0.04,90,2.4
"3092",3092,0.39,15.4,1775.2,4298,-0.05,82,2.4
"3093",3093,0.7,4,851.43,9881,-0.09,94,2.4
"3094",3094,0.88,-4.1,1720.2,7333,0.06,13,2.7
"3095",3095,0.11,27.4,833.36,8141,-0.01,90,3
"3096",3096,0.53,16.6,675,8942,0.03,60,2.8
"3097",3097,0.62,-2.5,1579.96,4967,0.07,66,2
"3098",3098,0.38,7.6,2277.92,8813,-0.02,75,2.6
"3099",3099,0.25,4.4,772.2,4397,-0.03,47,2.6
"3100",3100,0.44,22.7,1873.51,7495,-0.09,45,2.1
"3101",3101,0.99,29.7,1701.03,5965,-0.04,30,2.4
"3102",3102,0.48,-4.5,907.19,8611,-0.03,58,2.9
"3103",3103,0.45,9.7,1753.65,4122,0.1,90,2.6
"3104",3104,0.93,-3.4,1878.07,9904,0.03,21,2.1
"3105",3105,0.45,18.5,1691.63,6260,0.09,79,3
"3106",3106,0.2,-2.5,2457.97,6715,-0.06,80,2.5
"3107",3107,0.22,19.5,1754.82,8804,-0.03,36,2.8
"3108",3108,0.39,-9.1,955.03,8002,0,19,2.2
"3109",3109,0.94,9.8,1309.92,7251,-0.02,90,2.5
"3110",3110,0.02,11.4,2173.41,5353,0.03,58,2.2
"3111",3111,0.86,-5.7,1789.35,5030,-0.07,34,2.7
"3112",3112,0.77,-9.2,1933.43,6255,0.05,14,2.8
"3113",3113,0,-8.4,1618.14,5648,-0.03,88,2.9
"3114",3114,0.28,3.2,1331.56,5330,0.02,96,2.8
"3115",3115,0.76,26.1,1756.15,7210,-0.1,42,2.1
"3116",3116,0.61,19.9,2313.68,5783,0.08,44,2
"3117",3117,0.47,-0.1,1555.95,8143,0.03,59,2.3
"3118",3118,0.39,21,1879.56,6575,0.08,72,2.2
"3119",3119,0.29,0,1116.46,6206,-0.07,99,2.3
"3120",3120,0.3,-8.5,906.43,7250,0.04,88,2.5
"3121",3121,0.17,12.4,1626.1,5400,0.08,85,2.4
"3122",3122,0.99,-2.1,1747.54,4393,-0.02,95,2.6
"3123",3123,0.6,-3.2,2472.45,9049,-0.01,49,2.3
"3124",3124,0.25,-4.2,1340.62,5759,0.04,95,2.5
"3125",3125,0.75,-2.8,2171.92,7785,0,57,2.2
"3126",3126,0.59,-1,1352.66,7274,0.06,26,2.7
"3127",3127,0.01,16.9,1573.48,4027,-0.07,67,2.2
"3128",3128,0.03,26.8,767.38,6217,-0.01,56,2.6
"3129",3129,0.53,-9,662.36,8910,0.1,78,2.1
"3130",3130,0.08,-0.9,1397.21,8527,-0.04,33,2
"3131",3131,0.49,14.4,2198.49,9206,-0.04,59,2.2
"3132",3132,0.44,6.7,1020.14,8048,-0.09,35,2.4
"3133",3133,0.15,13.9,1945.36,7737,-0.07,65,2.7
"3134",3134,0.22,10.1,1005.22,8081,0,30,2.3
"3135",3135,0.78,-0.4,2073.93,8025,-0.09,77,2.7
"3136",3136,0.42,21.9,673.43,4711,0.05,75,2.7
"3137",3137,0.42,6.6,2014.34,4772,0.06,12,2.4
"3138",3138,0.27,22.7,2276.86,9328,-0.03,64,2.6
"3139",3139,0.66,5.4,568.07,8972,0,16,2.1
"3140",3140,0.99,16.7,1875.37,6871,-0.06,60,2.8
"3141",3141,0.26,20.6,1170.13,8087,-0.05,58,2.2
"3142",3142,0.95,12.2,2151.43,9358,-0.07,12,2.8
"3143",3143,0.04,18.1,762.67,4307,0.04,64,2.3
"3144",3144,0.21,12.7,2221.46,4154,0.04,82,2.8
"3145",3145,0.57,10.4,1534.58,6007,0,15,2.3
"3146",3146,0.93,-0.8,1499.82,5702,0.07,62,2.1
"3147",3147,0.39,11.9,1630.67,4304,0.07,19,2.4
"3148",3148,0.64,23.2,801.59,6562,0.07,59,2.5
"3149",3149,0.1,20.1,876.24,5496,0.02,21,2.7
"3150",3150,0.59,28.9,567.32,8968,0,16,2.4
"3151",3151,0.09,10.8,1595.9,7085,-0.01,51,2.1
"3152",3152,0.97,5.1,1938.39,7159,-0.01,47,2.9
"3153",3153,0.18,4.7,1586.05,4618,0.07,38,2.4
"3154",3154,0.74,14.2,923.61,9097,0.03,75,2.6
"3155",3155,0.99,5.4,1476.48,8011,-0.04,28,2.2
"3156",3156,0.44,17.6,583.74,7779,-0.03,67,3
"3157",3157,0.71,19.4,1903.49,5062,0.1,11,2.8
"3158",3158,0.52,8.1,1131.15,8207,0.08,14,2
"3159",3159,0.61,5.6,1253.77,8936,-0.03,87,2.2
"3160",3160,0.77,-7.5,2211.93,7424,-0.09,57,2
"3161",3161,0.77,21.1,1501.9,6082,-0.01,52,2.4
"3162",3162,0.81,-3.4,2232.55,6239,-0.05,21,2.2
"3163",3163,0.96,15.1,716.78,5399,-0.06,97,3
"3164",3164,0.06,6.7,1954.81,9593,-0.04,13,2.5
"3165",3165,0.76,30,1998.82,5821,-0.04,95,2.5
"3166",3166,0.52,23,737.15,7279,0.1,25,2.3
"3167",3167,0.24,8.4,646.41,7896,0.06,36,2.1
"3168",3168,0.29,10.7,1406.54,4135,0.08,33,2.2
"3169",3169,0.27,1.1,1796.26,5991,0.06,77,2.2
"3170",3170,0.56,-3.4,1217.37,8380,0.04,30,2.4
"3171",3171,0.07,19.4,1635.13,7898,-0.06,53,2.5
"3172",3172,0.17,28,1855.19,9728,-0.07,68,2.1
"3173",3173,0.08,9.9,1226.88,9725,0.04,32,2.3
"3174",3174,0.64,-7.9,2498.17,7731,-0.01,78,2.2
"3175",3175,0.76,18.9,628.45,5784,0.08,18,2.3
"3176",3176,0.07,18.2,543.43,9591,-0.02,46,2.7
"3177",3177,0.86,12.2,586.2,9700,-0.08,76,2.7
"3178",3178,0.23,21.3,1216.11,5075,-0.02,17,2.6
"3179",3179,0.52,15.1,1332.56,8702,0.05,37,2.9
"3180",3180,0.33,23.1,608.49,5873,0.08,42,2.2
"3181",3181,0.85,4.6,1172.27,4076,-0.06,48,2.2
"3182",3182,0.68,1.8,2351.2,5192,0.02,40,2.2
"3183",3183,0.12,22.4,1497.53,7212,-0.09,40,2.4
"3184",3184,0.82,-4.6,1396.47,5848,-0.04,99,2.4
"3185",3185,0.66,17.3,1124.55,7398,0.02,44,2.4
"3186",3186,0.25,-8.2,814.39,7489,0.07,59,2.2
"3187",3187,0.27,21.6,613.57,9991,-0.02,47,2.4
"3188",3188,0.55,14.8,1973.01,5499,-0.06,30,2.8
"3189",3189,0.75,9,1393.98,5265,0.02,26,2.8
"3190",3190,0.27,-5.4,2197.05,4003,-0.08,29,2.2
"3191",3191,0.83,25.5,1340.13,9717,0.08,75,3
"3192",3192,0.11,-8.1,1600,6023,-0.1,86,2.4
"3193",3193,0.21,-2.1,2362.43,7340,0.06,37,2.6
"3194",3194,0.92,26.9,1521.73,9099,0.08,83,3
"3195",3195,0.62,11.2,2402.19,9269,-0.03,81,2.4
"3196",3196,0.99,25.8,673.17,5302,0.08,79,2.2
"3197",3197,0.98,-1.9,1439.34,8171,0.07,41,2.2
"3198",3198,0.18,22.8,1132.54,5630,0.1,87,2.1
"3199",3199,0.53,24,2233.02,7731,0.05,85,2.5
"3200",3200,0.7,21.7,1009.38,8219,0.05,38,2.5
"3201",3201,0.09,23.5,817.64,4849,0.09,91,2.8
"3202",3202,0.73,7.1,1871.55,6661,0.01,41,2.9
"3203",3203,0.99,2.3,1055.88,7894,0.06,98,2.9
"3204",3204,0.7,-8.1,1125.63,4838,-0.04,96,2.9
"3205",3205,0.12,27.4,1057.72,5637,-0.01,73,3
"3206",3206,0.27,-6.9,2402.48,8874,0.03,83,2.7
"3207",3207,0.49,-9.5,1668.27,8551,-0.09,61,2.4
"3208",3208,0.01,-5.9,2451.37,4097,-0.08,98,2.2
"3209",3209,0.79,2,2414.58,6158,-0.02,64,2.6
"3210",3210,0.95,10.3,732.16,6483,0.07,40,2.2
"3211",3211,0.31,-8.9,1622.45,9906,-0.05,54,2.2
"3212",3212,0.61,-0.3,1254.65,7967,-0.04,97,2.2
"3213",3213,0.53,8,820.16,4283,0.05,53,2.5
"3214",3214,0.39,12.9,2047.51,4131,0,36,2.1
"3215",3215,0.12,18.5,1594.52,6544,0.07,52,2.3
"3216",3216,0.06,25.6,2376.34,4100,0.01,75,2.8
"3217",3217,0.19,4.7,922.83,6334,-0.08,73,2.6
"3218",3218,0.25,9.3,736.69,7465,-0.03,84,2.4
"3219",3219,0.88,-9.8,2387.28,6445,-0.01,92,3
"3220",3220,0.82,16,964.47,6518,0.08,97,2.2
"3221",3221,0.76,19.9,954.26,8858,0.04,88,2.3
"3222",3222,0.45,-4,1076.85,9816,-0.08,36,2.3
"3223",3223,0.88,24.8,1334.2,7003,0.02,17,2.8
"3224",3224,0.08,0.6,1760.66,8040,-0.02,25,2.4
"3225",3225,0.94,4.7,2282.89,5654,0.05,26,2.5
"3226",3226,0.14,7,2072.5,6505,0.1,14,2.8
"3227",3227,0.82,-0.6,1160.32,7916,-0.06,50,2.3
"3228",3228,0.81,14.1,1574.95,8795,0.02,96,2.5
"3229",3229,0.98,22.3,1119.85,6266,-0.07,56,2.2
"3230",3230,0.71,16.8,1344.94,6551,-0.08,24,2.6
"3231",3231,0.95,16.6,1827.42,5670,-0.06,37,2.3
"3232",3232,0.84,-9.8,734.99,7692,0.06,82,2.4
"3233",3233,0.31,23.7,2434.15,5025,0,70,2.1
"3234",3234,0.69,-2.1,810.93,8448,-0.01,65,2.2
"3235",3235,0.65,10.4,1217.11,7477,-0.03,51,2.6
"3236",3236,0.96,-9.3,1937.75,6587,0.03,32,2.2
"3237",3237,0.14,29.8,1050.72,6798,0.08,43,2.6
"3238",3238,0.88,18.3,967.05,5940,-0.1,67,2.2
"3239",3239,0.04,-7.9,2133.49,7039,-0.1,83,2.2
"3240",3240,0.52,13.7,2071.71,7880,0.04,79,2.7
"3241",3241,0.89,-7.1,2385.34,4584,-0.08,16,2.4
"3242",3242,0.06,-9.1,1182.4,8046,-0.07,45,2.6
"3243",3243,0.3,-5.8,869.84,7842,0.06,95,2.3
"3244",3244,0.76,-3.9,2210.97,9987,-0.05,89,2.5
"3245",3245,0.78,13.6,2258.97,6229,0.1,83,2.1
"3246",3246,0.67,12.6,2426.51,7448,-0.06,86,2.3
"3247",3247,0.18,27.1,566.2,9470,0.01,19,2.7
"3248",3248,0.5,-9.4,2303.12,6411,0.06,96,2.1
"3249",3249,0.51,15,1541.87,4014,-0.02,53,2.9
"3250",3250,0.16,21.4,1095.33,5735,-0.02,85,2.4
"3251",3251,0.11,-8.6,1406.91,4768,-0.09,13,2.9
"3252",3252,0.5,4.7,1885.01,7623,0.06,25,2.5
"3253",3253,0.59,27.4,2183.57,8778,-0.04,68,2.7
"3254",3254,0.56,-7.1,1005.75,5391,0.02,18,2.8
"3255",3255,0.9,26.5,1960.67,4858,-0.04,10,2.1
"3256",3256,0.06,17.9,1011.46,7377,-0.07,61,2.6
"3257",3257,0.47,21.9,899.24,9342,0.02,12,2.3
"3258",3258,0.93,19.5,753.35,5808,-0.07,52,2.5
"3259",3259,0.48,-6.3,1621.56,9539,-0.05,69,2.2
"3260",3260,0.83,29.6,1399.67,9880,-0.05,86,2.1
"3261",3261,0.69,-7.1,2200.3,9969,0.09,16,2.1
"3262",3262,0.98,-0.6,2172.85,9745,0.04,85,2.5
"3263",3263,0.23,12.1,1586.5,6042,-0.09,33,2.8
"3264",3264,0.89,8.6,672.66,9537,-0.02,38,2.5
"3265",3265,0.48,13.9,529.8,6003,0.1,55,2.1
"3266",3266,0.93,9.8,739.09,5753,0.05,30,2
"3267",3267,0.55,8.4,1452.17,5967,-0.01,75,2.7
"3268",3268,0.12,19.9,2296.95,7545,0.02,75,2.2
"3269",3269,0.98,14.8,2478.95,6566,0.08,90,3
"3270",3270,0.5,9,2226.59,9720,0.1,13,2.3
"3271",3271,0.25,28.9,1876.63,5651,0.03,79,2.9
"3272",3272,0.2,13.2,1608.37,4137,0.06,73,2.5
"3273",3273,0.42,-2.1,865.64,6835,-0.03,57,2
"3274",3274,0.51,5.5,1378.99,9608,0.1,51,2.6
"3275",3275,0.35,28.1,785.94,7191,-0.04,60,2.8
"3276",3276,0.49,-4.9,1570.81,7950,0.05,43,2.2
"3277",3277,0.05,21.3,1321.55,5913,-0.08,88,2.6
"3278",3278,0.61,30,540.65,9910,-0.01,23,2.7
"3279",3279,0.73,-0.5,1274.16,8607,-0.01,77,2.5
"3280",3280,0.09,2.9,624.91,8262,-0.05,39,2.5
"3281",3281,0.6,19.5,1598.22,7036,0.02,36,2.7
"3282",3282,0.39,-0.5,563.96,5401,0.1,40,2.1
"3283",3283,0.22,19.4,1945.84,6781,0.01,22,2.5
"3284",3284,0.35,28.7,2499.99,6359,0,70,2.4
"3285",3285,0.65,1.3,2447.96,5121,-0.02,41,2.8
"3286",3286,0.64,-8.9,1872.09,4747,0.08,16,2.2
"3287",3287,0.33,20.2,2495.02,9145,0.1,60,2.8
"3288",3288,0.58,2.4,2283.61,5424,0,34,3
"3289",3289,0.04,26.6,888.19,5803,0.04,17,2.4
"3290",3290,0.43,15.5,598.94,9863,-0.05,22,2
"3291",3291,0.41,20.9,1161.19,7438,0.07,34,2.6
"3292",3292,0.54,10.6,1794.94,9293,0.06,84,2.3
"3293",3293,0.91,-6.8,1503.39,4446,0.06,96,2.1
"3294",3294,0.05,22.1,2025.48,8320,0.03,13,2
"3295",3295,0.79,-3.9,1416.55,5188,0.09,13,2.7
"3296",3296,0.5,15,2190.53,4275,-0.04,39,2.8
"3297",3297,0.78,-5.4,1358.84,5560,0.07,62,2.4
"3298",3298,0.01,18.9,803.8,7217,-0.01,68,2.1
"3299",3299,0.43,11.7,1042.12,7905,0,23,2
"3300",3300,0.55,-8.2,1682.06,6497,-0.07,28,2.4
"3301",3301,0.95,-7.8,2358.07,8614,-0.05,41,2.1
"3302",3302,0.06,-5.1,1604.96,9238,-0.02,80,2.5
"3303",3303,0.29,3.7,1753.46,9759,-0.02,25,2.4
"3304",3304,0.14,1,1741.94,8222,0.06,71,2.2
"3305",3305,0.11,15.5,2006.32,4807,-0.07,61,2.7
"3306",3306,0.1,12.7,1100.59,6904,-0.09,92,2.9
"3307",3307,0.94,13,1065.03,9057,0.02,68,2.2
"3308",3308,0.99,-7,1649.58,5535,0.1,86,2.2
"3309",3309,1,13.3,876.64,8009,-0.04,49,2.1
"3310",3310,0.83,11,2381.44,9778,-0.07,97,2.2
"3311",3311,0.19,8.7,1984.26,6681,-0.1,41,2.8
"3312",3312,0.7,10.9,2445.2,6323,0.08,66,3
"3313",3313,0.05,-7.2,2281.61,9597,0.05,66,2.1
"3314",3314,0.22,16.9,2126.35,7214,-0.1,54,2.7
"3315",3315,0.15,-5.4,2336.78,9930,0.03,50,2.5
"3316",3316,0.74,11.4,1040.19,8639,-0.07,61,2.4
"3317",3317,0.91,-1.5,829.27,5524,-0.07,29,2.1
"3318",3318,0.76,-0.6,2085.52,4279,0.03,87,2.9
"3319",3319,0.42,14.9,1270.3,4982,-0.01,15,2.5
"3320",3320,0.59,11.8,1787.78,7613,0.08,91,2.9
"3321",3321,0.48,20.5,2214.79,6385,0.05,94,2.3
"3322",3322,0.7,24.3,2178.39,7138,0.04,66,2.8
"3323",3323,0.41,2.5,1122.68,7706,-0.07,39,2.5
"3324",3324,0.37,-4.4,1751.23,5284,0.09,61,2.9
"3325",3325,0.42,14.5,2054.92,9393,-0.05,56,2.2
"3326",3326,0.41,-10,1578.95,4888,0.07,44,2.3
"3327",3327,0.72,12.9,976.14,4712,-0.1,100,2.2
"3328",3328,0.25,10.3,2465.36,9679,-0.01,80,3
"3329",3329,0.76,-0.4,1176.68,6162,0.03,21,2.2
"3330",3330,0.21,-7.4,1881.04,9158,-0.04,23,2.9
"3331",3331,0.21,25,615.95,7749,-0.03,59,2.6
"3332",3332,0.61,11.4,660.59,4970,-0.04,94,2.5
"3333",3333,0.43,4.5,940.34,5381,0.08,31,2.2
"3334",3334,0.48,-0.7,1012.06,8366,0.09,93,3
"3335",3335,0.86,23.9,1644.98,4245,0.01,29,2.7
"3336",3336,0.29,10.7,815.66,8930,0.06,52,2.1
"3337",3337,0.96,-4.7,1618.46,5765,0.04,29,2.9
"3338",3338,0.61,-1,501.92,7665,-0.07,93,2.2
"3339",3339,0.66,2.9,1871.69,5146,-0.06,90,2.3
"3340",3340,0,12.7,2106.25,9083,-0.02,16,2.5
"3341",3341,0.13,4.5,848.67,8577,-0.01,95,2.9
"3342",3342,0.21,17.9,1041.85,5365,0.1,34,2.4
"3343",3343,0.7,17.1,1348.63,6111,0.06,92,2.4
"3344",3344,0.54,12,919.07,8441,0.08,81,2.3
"3345",3345,0.2,14.7,876.81,9713,-0.01,20,2.1
"3346",3346,0.69,0.4,2044.2,5583,0.08,46,2
"3347",3347,0.84,0.5,1305.24,4936,-0.04,73,2.6
"3348",3348,0.86,0.2,645.68,7974,0.02,53,2.4
"3349",3349,0.52,16.4,2225.86,8033,0.03,44,2.7
"3350",3350,0.57,-8.5,1722.83,9274,0.01,76,2.7
"3351",3351,0.09,1.7,945.17,5278,0.05,23,2.4
"3352",3352,0.2,13.8,1802.08,6227,0.07,10,2.7
"3353",3353,0.05,15,1834.1,4941,0.03,53,2
"3354",3354,0.53,1.3,542.71,5113,-0.02,51,2.2
"3355",3355,0.36,21.7,1271.74,7691,0.01,33,2.9
"3356",3356,0.6,-7.6,1072.18,4349,-0.02,66,2.7
"3357",3357,0.15,-2.8,1349.67,4975,-0.09,31,2.1
"3358",3358,0.95,23.7,2212.41,4021,0,46,2.9
"3359",3359,0.29,21.9,2293.97,8495,-0.06,34,2
"3360",3360,0.67,22.2,2000.36,6144,0.08,32,2.9
"3361",3361,0.25,5.9,973.21,9899,0.06,45,2.7
"3362",3362,0.03,25.4,974.35,4753,0,85,2.4
"3363",3363,0.94,14.9,1899.05,4559,-0.06,18,2.1
"3364",3364,0.88,27.1,2412.25,7042,-0.07,37,2.3
"3365",3365,0.34,8.4,748.36,8073,0.04,11,2.3
"3366",3366,0.64,1.8,889.92,7558,-0.09,63,2.1
"3367",3367,0.83,-8.4,1724.22,8553,0.07,28,2.8
"3368",3368,0.92,-2.1,2056.63,8513,0.08,83,2.9
"3369",3369,0.27,10.4,641.37,9271,0.01,93,2.8
"3370",3370,0.27,24.1,1894.84,8305,-0.05,22,2.9
"3371",3371,0.35,18.5,1805.74,9920,-0.06,80,2.5
"3372",3372,0.46,-0.4,2442.39,9516,0,44,2.2
"3373",3373,0.24,0.1,811.74,4372,-0.08,97,2
"3374",3374,0.04,7.4,2010.77,7459,-0.06,33,2.8
"3375",3375,0.14,23.6,1670.31,4007,-0.01,71,3
"3376",3376,0.56,23.7,500.27,7673,-0.02,25,2.2
"3377",3377,0.98,-8.1,1925.3,8012,-0.04,76,2.7
"3378",3378,0.13,13.7,1432.66,7028,0.01,60,2.6
"3379",3379,0.05,29.9,2020.53,6201,0.08,73,2.5
"3380",3380,0.88,1,1581.4,8766,-0.09,94,2.8
"3381",3381,0.06,-6,1976.07,8602,-0.08,87,2.3
"3382",3382,0.13,2,1795.31,5665,0.07,35,2.9
"3383",3383,0.15,0.5,1282.31,4942,-0.02,78,2.8
"3384",3384,0.4,-0.7,2122.51,7641,0.07,96,2.6
"3385",3385,0.42,4.9,2214.35,5564,-0.06,98,2.5
"3386",3386,0.01,9,931.31,6805,-0.03,98,2.4
"3387",3387,0.65,15.7,2285.87,9511,-0.04,69,2.5
"3388",3388,0.66,-7.3,1173.64,6436,-0.03,47,2.6
"3389",3389,0.77,12.1,837.74,7221,-0.05,39,2.9
"3390",3390,0.76,11.9,1283.13,4338,0.04,54,2.2
"3391",3391,0.59,0.6,1575.47,5979,-0.07,21,2.8
"3392",3392,0.39,13.6,601.1,7876,0.05,77,2.3
"3393",3393,0.63,14.5,726.59,7526,-0.01,67,2.2
"3394",3394,0.35,24.5,1468.76,5777,-0.09,86,2.7
"3395",3395,0.46,21.3,2096.85,5471,0.08,76,2.3
"3396",3396,0.6,7.5,1882.12,7455,-0.08,64,2.3
"3397",3397,0.73,7.6,2292.16,5360,0.09,17,2.7
"3398",3398,0.88,16.7,1533.07,7611,0.03,82,2.9
"3399",3399,0.73,-6.1,2370.45,7461,0.01,45,2.6
"3400",3400,0.06,1.7,1858.95,4862,0.08,73,2.2
"3401",3401,0.77,18.5,2022.3,4805,0.03,92,2.5
"3402",3402,0.36,29.7,1925.72,4673,0.05,24,2.4
"3403",3403,0.12,7.8,1083.3,7564,-0.07,96,2.1
"3404",3404,0.33,2.4,2124.42,6619,-0.05,20,2.5
"3405",3405,0.13,-5.1,852.61,7857,-0.06,61,2.1
"3406",3406,0.55,11.6,1407.77,4914,0.06,55,2.8
"3407",3407,0.47,15.5,1953.94,4948,-0.02,84,2.3
"3408",3408,0.3,10.1,1202.76,4326,0.07,27,2.1
"3409",3409,0.6,0.3,506.63,6504,0.01,37,2.4
"3410",3410,0.3,21.3,1095,5834,0.06,75,2.4
"3411",3411,0.11,7.1,832.95,5880,-0.1,82,2.1
"3412",3412,0.33,24.7,2052.45,6060,-0.03,91,2.1
"3413",3413,0.07,14.1,2196.38,7661,0.05,83,2.3
"3414",3414,0.53,20.8,2364.21,6199,-0.04,31,2.2
"3415",3415,0.96,10,2480.7,5054,-0.06,81,2.2
"3416",3416,0.76,9.4,2350.74,9589,0.1,58,2.3
"3417",3417,0.98,9.2,1229.6,6121,-0.08,86,2.5
"3418",3418,0.84,27.3,2173.92,6264,-0.01,44,2.1
"3419",3419,0.98,21.8,1561.06,9978,-0.08,63,2.8
"3420",3420,0.5,20.9,570.86,8744,-0.02,66,2.6
"3421",3421,0.48,-9.6,1957.04,8685,-0.09,73,2.7
"3422",3422,0.8,-8,1302.94,9445,0.02,30,2.7
"3423",3423,0.15,9.6,806.15,5290,-0.02,20,2.4
"3424",3424,0.72,-0.2,2128.41,6036,0.09,73,2.4
"3425",3425,0.02,8.2,1897.22,7828,0.05,61,2.5
"3426",3426,0.31,23,1867.19,9531,0.09,81,2.4
"3427",3427,0.59,23.7,569.48,7101,-0.08,41,2.4
"3428",3428,0.78,22.7,2179.9,7488,-0.02,30,2.6
"3429",3429,0.96,10.2,2260.97,5141,-0.06,22,2.1
"3430",3430,0.59,27.8,1953.18,6675,0.05,20,2.9
"3431",3431,0.61,4.4,1441.96,7361,0.01,38,2.4
"3432",3432,0.78,10.3,1929.11,5507,0,67,2.6
"3433",3433,0.35,24.8,1007.54,4140,-0.05,13,2.7
"3434",3434,0.83,23.3,844.2,4473,0.08,24,2.9
"3435",3435,0.88,3.4,1837.18,9436,0.02,45,2.5
"3436",3436,0.61,11.5,1431.9,6922,-0.04,99,3
"3437",3437,0.14,29.8,1392.15,6693,0.09,56,2.2
"3438",3438,0.4,17.2,2436.58,5964,-0.08,64,2.1
"3439",3439,0.7,4.5,566.84,9874,-0.06,46,2.3
"3440",3440,0.89,-2.8,741.55,6941,0.02,21,2.4
"3441",3441,0.74,19.2,747.97,9479,0.02,87,2.8
"3442",3442,0.82,17.2,533.36,9458,0.04,22,2.3
"3443",3443,0.78,-6.2,1082.14,5253,0,59,2
"3444",3444,0.39,8.3,1990.95,9961,0.01,37,2.1
"3445",3445,0.87,16.8,1348.95,9804,0.1,26,2
"3446",3446,0.54,-6.2,845.63,7484,-0.02,96,2.1
"3447",3447,0.81,2.2,623.48,7743,-0.06,40,2.2
"3448",3448,0.36,0.4,2033.73,5031,-0.04,39,2.9
"3449",3449,0.31,-8.9,1154.41,7602,-0.03,75,2.7
"3450",3450,0.57,-5.8,1533.33,8809,-0.06,15,2.2
"3451",3451,0.48,29.4,1666.62,4042,0.09,35,2.7
"3452",3452,0.29,25,972.81,5071,0.09,32,2
"3453",3453,0.23,13,1280.02,5389,0.07,77,2.5
"3454",3454,0.19,-5.2,1022.61,5124,0.02,88,2.1
"3455",3455,0,13.6,2207.16,5519,0.03,24,2.9
