"","Case","l_sub","a_poly","b_poly","c_poly","c_star","t_star","r_sea","m_str","m_con","a_ppl","d_i","r_str","r_con","r_ppl","r","slr","rate_op1","rate_op2","rate_op3","rate_op4"
"2289",2289,0,0,3.44,0.025,6.01,39,1,0.09,-0.07,-0.28,-0.06,4e-04,-5e-04,0.001,0.097,1.9,41,39,77,34
"2290",2290,0,0,0.97,0.001,8.6,79,0.9,-0.02,-0.08,-0.15,0.06,-6e-04,-8e-04,0.003,0.074,1.16,40,30,74,32
"2291",2291,0,0,1.03,0.034,19.19,95,1,0.05,-0.05,0.31,0.06,-1e-04,-6e-04,0.003,0.059,0.14,29,32,82,77
"2292",2292,0,0,1.58,0.025,14.63,81,0.87,0.07,-0.07,0,0,-1e-04,7e-04,-0.002,0.083,1.37,28,47,64,45
"2293",2293,0,0,2.65,0,10.15,71,0.95,-0.09,-0.05,0.22,-0.08,-0.001,0.001,0.003,0.097,0.98,48,50,40,56
"2294",2294,0,0,3.15,0.055,11.05,58,0.98,-0.02,-0.06,0.31,-0.03,0,-9e-04,-0.001,0.057,1.89,34,42,92,28
"2295",2295,0,0,2.69,0.052,10.45,90,0.85,-0.05,0.03,0.17,0.05,6e-04,-9e-04,0.002,0.035,0.15,29,31,60,83
"2296",2296,0,0,2.23,0.014,6.04,55,0.97,0.02,0.03,0.06,0.07,0,1e-04,-0.002,0.081,1.54,34,46,89,26
"2297",2297,0,0,1.28,0.058,17.79,48,0.91,-0.01,0.1,0.19,-0.08,0,-2e-04,0.004,0.067,0.5,36,37,70,88
"2298",2298,0,0,2.37,0.05,2.26,81,0.94,-0.05,0.03,0.32,-0.06,8e-04,3e-04,0.003,0.081,1.41,31,46,48,87
"2299",2299,0,0,2.37,0.048,14.6,42,0.87,-0.01,0.03,-0.31,-0.06,1e-04,3e-04,0.002,0.088,1.07,25,50,29,94
"2300",2300,0,0,3.51,0.02,1.09,45,0.88,-0.08,-0.08,0.05,-0.07,-8e-04,8e-04,-0.001,0.045,0.32,46,30,33,61
"2301",2301,0,0,3.7,0.011,7.03,61,0.9,0,-0.03,-0.09,-0.02,5e-04,-5e-04,0.001,0.077,1.56,32,26,25,91
"2302",2302,0,0,2.4,0.003,2.28,40,0.98,-0.05,0.06,-0.3,0.1,-4e-04,3e-04,0.001,0.076,1.44,35,32,85,28
"2303",2303,0,0,3.22,0.053,9.37,41,0.92,0.1,0.02,0.01,-0.08,6e-04,-1e-04,-0.002,0.087,0.4,38,31,63,44
"2304",2304,0,0,2.69,0.047,2.27,68,0.82,-0.07,-0.07,0.36,-0.04,-5e-04,3e-04,0,0.079,0.79,29,42,59,72
"2305",2305,0,0,3.28,-0.005,7.84,50,0.85,0.04,0.01,0.08,-0.09,6e-04,3e-04,-0.001,0.055,1.32,32,37,83,89
"2306",2306,0,0,2.69,0.054,6.91,44,0.97,0.09,-0.02,-0.08,-0.05,-2e-04,-9e-04,-0.005,0.059,1.93,45,28,27,83
"2307",2307,0,0,2.7,0.063,18,84,0.84,0.06,-0.07,-0.04,0.01,-5e-04,-6e-04,0.003,0.055,1.83,41,44,41,86
"2308",2308,0,0,1.6,0.066,1.85,53,0.99,0.06,0.06,-0.1,-0.09,9e-04,-6e-04,0.004,0.059,1.58,30,27,61,54
"2309",2309,0,0,1.7,0.054,11.63,79,0.94,0.09,-0.03,-0.35,-0.03,7e-04,6e-04,0.003,0.067,1.76,26,34,77,37
"2310",2310,0,0,3.1,0.05,7.83,84,0.99,0,0.02,0.03,0.06,2e-04,6e-04,0.002,0.038,1.78,31,36,65,74
"2311",2311,0,0,3.53,0.058,10.28,37,0.91,0.02,-0.05,0.29,-0.07,2e-04,5e-04,0.004,0.096,1.93,30,35,79,33
"2312",2312,0,0,2.3,0.036,12.2,98,0.87,-0.05,-0.07,-0.17,0.02,6e-04,2e-04,-0.003,0.037,0.2,30,46,47,26
"2313",2313,0,0,3.33,0.035,19.61,86,1,-0.01,0.03,-0.44,0.02,6e-04,2e-04,0.004,0.076,1.78,27,48,79,83
"2314",2314,0,0,1.48,0.001,19.38,82,0.9,0.08,-0.08,-0.27,0.09,-7e-04,-1e-04,-0.002,0.082,1.55,44,29,25,91
"2315",2315,0,0,2.11,0.022,12.31,75,0.94,0.1,-0.04,0.17,-0.08,2e-04,-4e-04,-0.005,0.043,0.12,41,43,50,53
"2316",2316,0,0,1.9,0.026,4.36,35,0.93,-0.07,-0.01,0.48,-0.02,-7e-04,6e-04,0.002,0.074,1.1,29,27,34,81
"2317",2317,0,0,2.17,0.022,0.01,85,0.82,-0.09,0.07,-0.39,0.02,4e-04,3e-04,-0.003,0.068,1.56,34,50,80,39
"2318",2318,0,0,2.9,-0.005,16.29,60,0.97,-0.04,0.02,0.02,0.03,5e-04,-6e-04,0.001,0.07,1.75,44,38,71,52
"2319",2319,0,0,1.1,0.012,2.08,58,0.89,-0.03,0.08,-0.34,-0.05,8e-04,9e-04,0.004,0.062,1.62,39,45,25,45
"2320",2320,0,0,2.23,0.028,5.61,46,0.81,-0.04,-0.04,-0.27,-0.06,7e-04,0,-0.003,0.046,0.3,48,35,93,58
"2321",2321,0,0,2.8,0.027,0.19,73,0.97,0.1,-0.09,-0.35,-0.1,4e-04,9e-04,0.002,0.086,1.18,47,30,47,25
"2322",2322,0,0,2.9,0.007,2.72,92,0.93,-0.04,0.01,-0.02,-0.1,2e-04,1e-04,-0.005,0.045,0.14,32,49,32,72
"2323",2323,0,0,1.44,0.026,13.1,76,0.89,-0.05,0.07,-0.21,0.1,6e-04,3e-04,0.001,0.036,1.71,37,34,49,43
"2324",2324,0,0,1.72,0.027,2.93,90,0.86,0.05,-0.04,0.38,-0.05,-9e-04,-5e-04,0,0.045,0.51,36,33,26,95
"2325",2325,0,0,1.57,0.035,4.97,61,0.81,0.04,-0.01,-0.36,-0.1,-1e-04,-8e-04,-0.002,0.094,0.01,31,27,71,40
"2326",2326,0,0,3.26,0.041,13.98,49,0.91,-0.1,-0.02,-0.27,-0.06,-5e-04,2e-04,-0.003,0.074,0.63,34,38,42,79
"2327",2327,0,0,1.61,0.003,15.65,93,0.93,-0.03,0.05,-0.36,-0.01,1e-04,0.001,0,0.073,1.75,34,35,47,45
"2328",2328,0,0,2.03,0.06,11.42,77,0.86,-0.04,-0.1,0.38,0.05,3e-04,-9e-04,-0.002,0.078,0.34,35,37,94,54
"2329",2329,0,0,2.61,0.017,1.26,39,0.85,0.03,-0.03,0.37,0.1,-9e-04,4e-04,0,0.053,1.87,39,26,89,31
"2330",2330,0,0,2.71,0.032,14.39,88,0.96,-0.03,0.07,-0.4,-0.08,6e-04,1e-04,0.004,0.066,1.35,25,45,53,82
"2331",2331,0,0,2.8,0.038,13.57,84,0.84,-0.06,-0.01,-0.06,0,5e-04,0,0.004,0.034,1.16,48,26,72,71
"2332",2332,0,0,2.21,0.032,15.53,96,0.99,-0.09,0.09,0.28,0,9e-04,-2e-04,-0.002,0.049,0.16,48,38,31,36
"2333",2333,0,0,3.77,0.055,14.1,98,0.93,-0.04,0.1,0.32,-0.08,-7e-04,-5e-04,-0.002,0.069,0.49,41,46,49,85
"2334",2334,0,0,2.16,0.024,11.61,68,0.9,0.06,-0.01,-0.38,0.05,-2e-04,-7e-04,0.002,0.05,1.73,31,29,86,66
"2335",2335,0,0,2.71,0.066,4.63,49,0.9,-0.09,0.09,0.49,0.05,-2e-04,7e-04,-0.001,0.068,1.02,27,30,85,64
"2336",2336,0,0,2.71,-0.003,9.53,84,0.84,-0.04,0.04,0.35,0.06,0.001,6e-04,0.002,0.059,0.71,29,37,52,34
"2337",2337,0,0,1.58,0.063,15.3,81,0.91,0.08,0.01,-0.24,-0.06,-9e-04,2e-04,0.001,0.044,1.23,48,31,46,72
"2338",2338,0,0,2.46,0.048,5.63,61,0.99,-0.01,-0.02,-0.36,-0.07,3e-04,7e-04,-0.004,0.03,1.94,29,49,57,93
"2339",2339,0,0,2.36,0.053,17.03,54,0.86,0.01,-0.06,-0.4,-0.02,-7e-04,3e-04,-0.002,0.09,1.82,28,28,91,38
"2340",2340,0,0,1.56,0.01,8.62,93,0.98,0.04,-0.04,-0.47,0,1e-04,5e-04,0,0.08,0.8,30,29,92,40
"2341",2341,0,0,3.68,-0.004,1.35,50,0.85,0.01,0.01,0.1,0.06,6e-04,-3e-04,-0.005,0.033,1.69,38,46,68,57
"2342",2342,0,0,2.27,-0.004,5.99,49,0.95,-0.03,-0.09,0.27,0.03,2e-04,-8e-04,-0.002,0.043,0.45,49,34,66,90
"2343",2343,0,0,0.95,-0.002,2.54,54,1,-0.01,0.04,-0.32,0.09,3e-04,2e-04,0.001,0.05,1.74,32,35,59,42
"2344",2344,0,0,0.91,0.069,16.13,81,0.97,-0.04,0.05,0.39,0,-9e-04,8e-04,0.005,0.091,0.44,35,39,54,56
"2345",2345,0,0,3.24,0.025,7.22,72,0.83,-0.02,-0.06,0.43,-0.07,0.001,-8e-04,0.004,0.092,1.68,29,44,46,38
"2346",2346,0,0,1.18,0.046,13.32,38,1,-0.07,0.04,0.04,0.02,6e-04,-7e-04,0.004,0.069,1.33,41,38,82,73
"2347",2347,0,0,2.32,0.066,16.86,49,0.96,-0.01,-0.02,0.07,0.06,-7e-04,9e-04,0.005,0.036,1.62,45,36,51,53
"2348",2348,0,0,3.53,0.027,3.18,34,0.96,0.05,-0.1,0.45,-0.02,5e-04,2e-04,-0.001,0.049,0.17,30,43,50,48
"2349",2349,0,0,3.51,0.05,9.96,76,0.94,0.04,0.02,-0.2,0.03,-5e-04,9e-04,0.005,0.072,0.68,33,33,87,62
"2350",2350,0,0,3.44,0.047,10.09,37,0.97,-0.08,-0.07,0.35,-0.09,-2e-04,0,0.002,0.061,1.45,41,46,49,95
"2351",2351,0,0,2.37,0.063,2.77,50,0.82,0.07,0.05,0.48,0.05,-2e-04,9e-04,0,0.086,1.91,41,50,94,51
"2352",2352,0,0,3.24,0.016,10.32,80,0.89,0.05,-0.09,-0.33,-0.02,5e-04,-5e-04,0.004,0.096,0.81,28,44,84,81
"2353",2353,0,0,3.68,0.038,9.92,51,0.86,-0.03,-0.1,0.36,-0.08,5e-04,2e-04,-0.001,0.063,1.59,32,39,41,35
"2354",2354,0,0,2.18,0.045,9.8,55,0.95,-0.05,0.07,0.45,-0.02,5e-04,-2e-04,-0.001,0.051,1.58,30,38,87,87
"2355",2355,0,0,3.39,0.007,19.29,35,0.85,-0.07,0.05,0.39,-0.03,-4e-04,0.001,-0.002,0.1,0.39,41,36,64,53
"2356",2356,0,0,2.21,0.001,14.91,54,0.94,-0.05,-0.03,-0.11,-0.07,8e-04,-9e-04,-0.005,0.089,1.09,30,47,75,32
"2357",2357,0,0,1.78,0.067,18.54,47,0.86,-0.09,0.08,-0.1,-0.09,6e-04,-7e-04,-0.003,0.08,1.89,32,37,93,86
"2358",2358,0,0,2.26,0.022,16.43,91,0.83,0.03,0.06,-0.29,0.09,-4e-04,-6e-04,0.002,0.099,1.66,46,37,32,43
"2359",2359,0,0,3.31,0.042,18.65,87,0.88,-0.03,-0.02,0.14,0.02,6e-04,-5e-04,-0.003,0.072,0.01,46,35,44,67
"2360",2360,0,0,0.91,-0.001,16.33,42,0.9,0.03,0.06,0.27,-0.09,4e-04,-2e-04,-0.001,0.092,1.84,49,35,28,29
"2361",2361,0,0,1.07,0.001,6.73,80,0.81,-0.07,0.09,-0.4,-0.06,4e-04,2e-04,0.004,0.093,0.62,35,40,70,34
"2362",2362,0,0,3.21,0.014,6.4,69,0.92,-0.01,-0.09,0.04,-0.01,-2e-04,9e-04,-0.001,0.087,1.36,33,44,67,56
"2363",2363,0,0,1.83,0.051,18.94,75,0.81,0.04,0.03,0.36,-0.1,-2e-04,9e-04,0.003,0.05,1.43,36,36,77,30
"2364",2364,0,0,1.44,0.028,6.05,81,0.98,0.1,-0.03,-0.15,-0.03,-4e-04,-8e-04,0.002,0.037,1.05,38,37,93,63
"2365",2365,0,0,1.78,0.021,14.56,68,0.85,-0.07,-0.08,-0.45,-0.03,7e-04,-2e-04,0.002,0.09,1.03,38,40,88,86
"2366",2366,0,0,1.17,0.01,0.47,40,0.85,0.07,-0.07,-0.25,0.03,1e-04,-2e-04,-0.003,0.046,1.33,37,38,41,70
"2367",2367,0,0,2.97,0.066,19.99,79,0.95,0.07,0.08,0.24,0.05,-6e-04,1e-04,0.002,0.043,0.86,46,28,29,31
"2368",2368,0,0,2.88,0.016,18.29,98,0.8,0.05,-0.09,0.04,0.09,2e-04,-7e-04,-0.004,0.082,1.91,30,49,55,44
"2369",2369,0,0,1.97,-0.006,16.96,50,0.92,-0.1,0.08,-0.26,0.03,4e-04,8e-04,0.004,0.089,0.53,26,44,90,47
"2370",2370,0,0,2.15,0.021,14.73,76,0.98,0.08,0.01,-0.07,-0.06,3e-04,-5e-04,0.002,0.039,1.6,48,30,30,88
"2371",2371,0,0,1.32,0.048,16.91,45,1,-0.04,0.05,0.02,-0.06,-9e-04,-4e-04,0.002,0.083,1.66,26,29,82,85
"2372",2372,0,0,1.08,0.066,6.09,52,0.92,0.09,0.03,0.09,0.09,-0.001,5e-04,-0.004,0.031,0.49,40,37,34,39
"2373",2373,0,0,2.52,0.02,12.75,69,0.96,-0.07,0.03,0.16,0,7e-04,-0.001,-0.005,0.043,1.91,33,46,93,75
"2374",2374,0,0,1.38,0.005,8.95,83,0.87,-0.06,-0.08,0.08,0.04,-7e-04,4e-04,0,0.08,0.07,32,49,51,37
"2375",2375,0,0,3.69,0.037,6.95,66,0.88,0.02,-0.05,-0.37,0.01,-5e-04,-4e-04,-0.001,0.042,0.9,45,46,88,50
"2376",2376,0,0,1.93,0.01,1.31,46,0.91,0.03,0.02,0.13,-0.05,2e-04,-7e-04,0,0.071,1.62,34,31,63,52
"2377",2377,0,0,3.16,0.013,11.85,78,0.99,0.04,-0.09,0.09,0,-5e-04,8e-04,0.001,0.06,0.23,29,32,46,54
"2378",2378,0,0,2.42,0.001,4.28,76,0.81,-0.08,0.05,-0.02,0.07,-9e-04,0,0.003,0.064,1.29,25,27,58,27
"2379",2379,0,0,2.87,0.048,0.79,87,0.97,0.07,0.05,-0.31,0.06,9e-04,0.001,-0.003,0.093,0.96,45,36,44,33
"2380",2380,0,0,1.42,-0.003,9.28,96,0.8,0.08,0.04,0.29,0.1,7e-04,3e-04,0.002,0.057,1.86,45,32,44,71
"2381",2381,0,0,3.06,0.028,8.24,84,0.83,0.06,-0.07,0.21,0.01,0,7e-04,0.001,0.088,1.61,37,30,41,47
"2382",2382,0,0,2.01,0.015,15.48,34,0.91,-0.09,0,-0.29,0.06,5e-04,4e-04,-0.002,0.074,1.69,34,37,78,62
"2383",2383,0,0,1.45,0.053,10.31,90,0.92,0.08,-0.09,0.08,0.02,0.001,-9e-04,-0.005,0.036,0.7,34,39,29,87
"2384",2384,0,0,2.95,0.056,15.4,67,0.9,-0.02,-0.09,-0.35,0.06,-8e-04,-2e-04,0.004,0.062,1.22,35,26,79,25
"2385",2385,0,0,3.14,0.069,5.79,33,0.96,-0.02,-0.07,0.34,0.02,7e-04,-5e-04,0.005,0.047,1.38,26,35,50,70
"2386",2386,0,0,1.37,0.035,6.87,100,0.93,0.09,0.09,0.43,-0.02,-4e-04,-5e-04,-0.005,0.057,1.71,43,37,32,33
"2387",2387,0,0,1.62,0.03,15.38,39,0.86,-0.08,0.07,-0.32,-0.07,-8e-04,-1e-04,-0.001,0.036,1.98,46,32,41,91
"2388",2388,0,0,1.45,0.046,3.42,42,0.95,0.08,0.04,-0.29,-0.03,-8e-04,7e-04,-0.002,0.048,0.48,28,49,55,52
"2389",2389,0,0,0.93,0.026,14.4,93,0.93,0.08,-0.02,0.4,-0.08,3e-04,8e-04,0.001,0.057,1.58,48,46,64,68
"2390",2390,0,0,2.27,-0.005,3.4,96,0.91,0.06,0.07,0.07,0.09,-5e-04,-4e-04,0.004,0.055,0.07,41,28,85,61
"2391",2391,0,0,2.46,0.059,13.53,82,0.92,-0.09,-0.08,-0.27,0.04,0.001,-5e-04,-0.003,0.076,0.44,40,34,40,46
"2392",2392,0,0,2.57,0.061,0.76,92,0.8,0.01,-0.05,-0.29,-0.03,1e-04,2e-04,0.001,0.09,0.68,33,45,42,93
"2393",2393,0,0,1.47,0.063,3.34,35,0.9,-0.07,-0.1,0.15,0.09,1e-04,-5e-04,0.004,0.079,1.36,49,48,61,85
"2394",2394,0,0,1.76,0.055,12.55,100,0.86,-0.08,-0.07,0.34,0.01,8e-04,-6e-04,-0.001,0.092,0.81,37,48,88,35
"2395",2395,0,0,3.77,0.029,9.4,84,0.89,-0.1,-0.09,0.15,0.03,2e-04,-1e-04,-0.004,0.039,0.26,35,39,74,54
"2396",2396,0,0,1.69,0.022,7.21,96,0.86,0.04,0.06,-0.33,-0.05,5e-04,5e-04,0.001,0.077,1.92,50,39,79,48
"2397",2397,0,0,1.53,0.039,16.35,46,0.98,-0.01,0.03,0.22,-0.03,0,1e-04,-0.002,0.058,1.28,41,36,69,50
"2398",2398,0,0,2.04,0.062,4.3,33,0.84,-0.1,-0.04,-0.29,-0.02,-4e-04,4e-04,0,0.075,1.14,29,36,65,79
"2399",2399,0,0,3.73,0.063,1.66,83,0.99,0.03,-0.03,-0.05,0.08,0,3e-04,-0.003,0.078,1.35,38,28,60,89
"2400",2400,0,0,1.43,0.06,12.09,40,0.92,-0.09,-0.06,-0.01,0.08,-8e-04,-5e-04,0.004,0.039,1.09,25,34,27,58
"2401",2401,0,0,3.22,0.042,18.44,69,0.9,0.06,0.06,0.5,0.1,-2e-04,-9e-04,-0.004,0.056,1.8,32,40,50,54
"2402",2402,0,0,3.79,0.051,1.32,55,0.97,-0.01,-0.03,-0.13,-0.09,7e-04,6e-04,0.003,0.067,1.2,40,36,41,66
"2403",2403,0,0,0.97,0.047,1.47,92,0.91,-0.09,-0.08,0.42,-0.02,0,3e-04,0.002,0.05,1.18,42,49,75,45
"2404",2404,0,0,2.1,0.006,14.19,34,0.85,0.09,0.04,-0.07,0.08,1e-04,3e-04,0.004,0.098,1.25,25,46,86,49
"2405",2405,0,0,2.34,0.047,14.22,64,0.9,0.01,-0.01,0.36,-0.01,-9e-04,6e-04,-0.002,0.047,1.43,49,37,89,93
"2406",2406,0,0,1.05,0.067,18.97,57,0.81,-0.05,-0.05,0.1,-0.03,3e-04,-2e-04,0.005,0.065,1.01,36,30,28,28
"2407",2407,0,0,3.63,0.044,18.35,60,0.95,0.07,-0.01,-0.34,-0.02,3e-04,1e-04,-0.002,0.088,1.09,36,43,64,37
"2408",2408,0,0,2.43,0.066,9.22,79,0.84,-0.05,-0.02,-0.2,0.03,-8e-04,0.001,0.001,0.034,1.68,35,44,40,68
"2409",2409,0,0,1.33,0.006,17.15,52,0.95,0,0.05,0,-0.07,-3e-04,6e-04,0.001,0.04,0.68,30,47,38,26
"2410",2410,0,0,3.17,0.061,18.04,66,0.85,-0.08,-0.09,0.44,0,-7e-04,-2e-04,-0.002,0.085,1.54,45,38,56,94
"2411",2411,0,0,1.72,0.031,17.81,76,0.92,0.07,0.01,0.16,0.08,-7e-04,1e-04,0.003,0.076,1.59,28,26,93,60
"2412",2412,0,0,1.89,0.036,10.85,84,0.95,0.05,0.09,-0.35,0.04,4e-04,0,0.001,0.044,1.13,46,25,42,68
"2413",2413,0,0,1.8,0.039,8.89,93,0.83,0.06,0.04,-0.23,-0.05,6e-04,2e-04,-0.001,0.083,0.18,26,48,50,37
"2414",2414,0,0,3.73,0.029,16.74,65,0.86,-0.04,0.03,-0.08,-0.06,-5e-04,9e-04,0.001,0.065,0.03,31,36,34,51
"2415",2415,0,0,3.59,0.033,3.86,96,0.98,-0.07,0.06,0.3,-0.08,5e-04,8e-04,-0.003,0.072,1.98,36,42,76,82
"2416",2416,0,0,3.79,0.063,15.82,45,0.87,-0.04,0.02,0.38,0.04,8e-04,-0.001,-0.003,0.073,0.99,25,49,41,92
"2417",2417,0,0,0.91,0.068,1.11,72,0.91,0.03,-0.08,-0.11,0,8e-04,1e-04,-0.001,0.098,1.64,33,38,34,55
"2418",2418,0,0,2.57,0.015,10.36,45,0.84,0.01,-0.09,0.1,-0.08,0,8e-04,0,0.079,0.95,41,28,29,94
"2419",2419,0,0,1.43,0.015,18.5,78,0.93,0.07,-0.04,0.07,0.05,2e-04,-9e-04,0.001,0.085,1.79,50,28,95,54
"2420",2420,0,0,2.75,0.058,6.85,95,0.81,0.08,-0.02,0.16,0.07,-1e-04,-8e-04,0.001,0.081,1.1,48,33,41,41
"2421",2421,0,0,3.63,0.033,14.24,81,0.86,0.01,0.06,-0.06,0.09,-8e-04,1e-04,0.002,0.061,1.31,28,49,28,82
"2422",2422,0,0,1.42,0.045,4,65,0.87,-0.04,0.06,-0.16,0.08,-8e-04,0.001,-0.003,0.061,0.05,27,47,41,69
"2423",2423,0,0,0.98,0.067,7.8,100,0.97,-0.09,0.07,0.4,0.08,-5e-04,0.001,0.003,0.085,1.99,35,29,43,68
"2424",2424,0,0,1.5,0.059,5.88,36,0.81,0.07,0.1,-0.37,0.08,3e-04,-2e-04,-0.003,0.067,1.13,43,42,42,81
"2425",2425,0,0,0.92,0.027,6.85,66,0.87,0.04,0.06,-0.06,-0.01,-4e-04,-7e-04,0.002,0.036,0.02,29,27,64,88
"2426",2426,0,0,2.42,0.017,4.65,99,0.99,0.07,-0.02,0.16,0.09,9e-04,2e-04,-0.004,0.062,1.96,34,35,76,93
"2427",2427,0,0,1.94,0.018,17.76,67,0.81,-0.02,0.03,-0.45,-0.01,-5e-04,9e-04,-0.003,0.035,0.11,32,37,68,48
"2428",2428,0,0,2.08,0.035,14.13,58,0.99,0.07,0.06,0.06,0,6e-04,9e-04,-0.002,0.065,0.93,38,28,60,42
"2429",2429,0,0,2.87,-0.003,8.31,67,0.93,-0.08,0.06,-0.26,-0.01,5e-04,-9e-04,0.001,0.083,1.89,41,28,94,32
"2430",2430,0,0,2.56,0.069,8.47,35,0.98,0,0.06,-0.45,0.04,4e-04,-8e-04,0.002,0.064,1.49,26,27,38,51
"2431",2431,0,0,2.55,0.051,17.32,78,0.9,-0.06,0.07,-0.49,0.04,8e-04,8e-04,-0.005,0.033,1.12,32,49,89,45
"2432",2432,0,0,1.01,0.004,4.5,37,0.85,-0.02,-0.02,0.01,0.02,2e-04,8e-04,0.001,0.034,0.13,29,48,52,77
"2433",2433,0,0,1.91,0.001,8.37,72,0.98,-0.07,0.06,-0.02,0.04,-3e-04,0.001,0.001,0.092,0.16,48,33,71,71
"2434",2434,0,0,3.63,0.069,11.92,34,0.86,-0.08,0.02,0.04,-0.09,-5e-04,3e-04,-0.004,0.099,0.43,27,31,56,28
"2435",2435,0,0,1.62,0.048,8.25,85,0.91,0,0.08,-0.27,-0.04,-7e-04,-2e-04,0.003,0.063,0.39,39,45,43,50
"2436",2436,0,0,2.08,-0.001,6.25,74,0.99,-0.04,0,0.4,0.01,-1e-04,6e-04,-0.004,0.078,1.72,31,39,78,93
"2437",2437,0,0,3.65,0.015,15.02,56,0.83,0.05,0.02,0.22,-0.02,-6e-04,-8e-04,-0.004,0.031,1.4,41,43,32,64
"2438",2438,0,0,2.15,0.008,7.23,71,0.88,0.06,0.01,0.15,-0.04,-7e-04,-2e-04,0.004,0.032,1.35,34,27,82,43
"2439",2439,0,0,3.23,0.001,0.94,69,0.87,-0.07,0.01,-0.41,-0.04,-8e-04,-4e-04,-0.003,0.081,1.14,30,47,33,70
"2440",2440,0,0,1.42,0.043,1.02,71,0.93,0.05,0.01,0.37,0.04,4e-04,4e-04,0.002,0.055,0.87,36,46,49,56
"2441",2441,0,0,1.89,0.041,17.69,89,0.88,-0.04,0.02,-0.2,-0.07,-5e-04,1e-04,0.005,0.075,1.1,40,41,51,59
"2442",2442,0,0,1.68,0.003,18.63,77,0.89,-0.07,0.08,0.29,0.04,2e-04,-2e-04,-0.004,0.049,0.77,29,48,48,31
"2443",2443,0,0,2.74,0.029,8.65,64,0.81,-0.01,0.03,-0.49,0.03,-7e-04,-6e-04,-0.001,0.035,0.72,34,36,87,63
"2444",2444,0,0,2.44,0.012,1.91,48,0.84,-0.05,-0.08,0.27,0.08,0,-3e-04,0.004,0.068,0.18,46,39,59,63
"2445",2445,0,0,1.28,0.057,14.6,81,0.8,0.1,0.05,-0.3,0.02,1e-04,-4e-04,0,0.04,0.95,40,46,41,32
"2446",2446,0,0,3.76,0.033,7.79,73,0.84,0.04,0.06,-0.39,0,4e-04,-6e-04,0.002,0.09,1.38,43,28,84,88
"2447",2447,0,0,1.27,0.003,5.09,74,0.94,-0.07,-0.09,-0.21,0.1,-1e-04,6e-04,0.002,0.044,0.66,48,27,81,47
"2448",2448,0,0,1.63,0.029,2.89,69,0.9,-0.04,0.09,0.18,-0.01,3e-04,-8e-04,0.004,0.09,0.23,32,44,90,66
"2449",2449,0,0,2.88,0.012,11.47,71,0.82,-0.01,0.05,0.08,0.08,-4e-04,-8e-04,0,0.057,0.08,47,46,29,81
"2450",2450,0,0,2.04,0.056,14.04,91,0.91,0.04,-0.08,0.29,-0.04,-6e-04,0.001,-0.001,0.065,0.75,36,30,54,67
"2451",2451,0,0,2.56,0.053,6.32,92,0.82,-0.06,-0.09,-0.08,-0.09,8e-04,-9e-04,-0.001,0.036,1.34,30,46,82,33
"2452",2452,0,0,2.42,0.003,11.39,83,0.91,0.05,-0.02,0.42,-0.07,2e-04,8e-04,0,0.058,0.45,39,35,49,27
"2453",2453,0,0,1.33,0.036,17.58,94,0.84,0.09,0.04,-0.19,0,8e-04,5e-04,0.002,0.048,0.66,43,47,55,70
"2454",2454,0,0,1.6,0.053,8.44,65,0.81,0.03,0.01,0.17,0.02,-4e-04,3e-04,-0.003,0.077,0.48,42,45,46,80
"2455",2455,0,0,3.09,0.07,2.44,100,0.86,0.01,0.06,0.16,0.03,-1e-04,-1e-04,0.005,0.088,0.38,35,45,88,80
"2456",2456,0,0,2.43,0.007,0.7,36,0.82,0.01,-0.07,0.26,-0.05,-4e-04,-9e-04,-0.004,0.046,1.29,34,34,65,46
"2457",2457,0,0,3.53,0.03,14.43,74,0.81,0,0,0.37,0.04,8e-04,-5e-04,0.004,0.051,1.65,38,29,50,95
"2458",2458,0,0,3.58,0.003,0.18,66,0.9,0.05,-0.01,-0.25,0.02,2e-04,-9e-04,0.001,0.082,0.71,40,43,83,59
"2459",2459,0,0,1.3,0.006,7.35,58,0.96,-0.03,-0.1,-0.06,0.04,6e-04,-9e-04,-0.001,0.083,0.14,26,28,47,70
"2460",2460,0,0,0.93,0.044,1.4,51,0.99,0.04,-0.02,-0.1,0.09,-2e-04,1e-04,-0.004,0.035,1.44,35,43,88,63
"2461",2461,0,0,3.7,0.054,4.88,64,0.83,0.05,0.05,0.34,0.01,4e-04,9e-04,-0.005,0.042,1.16,32,32,30,94
"2462",2462,0,0,3.47,0.048,6.41,60,0.95,0.08,-0.1,-0.39,-0.03,7e-04,-1e-04,-0.004,0.048,1.76,49,29,71,92
"2463",2463,0,0,1.31,0.055,3.63,59,0.97,-0.01,0.09,0.31,0.06,0.001,-0.001,-0.001,0.05,0.45,27,35,71,36
"2464",2464,0,0,1.41,0.061,7.62,39,0.86,-0.03,-0.01,-0.19,0.01,0.001,4e-04,0.002,0.079,0.04,42,29,41,91
"2465",2465,0,0,2.56,0.013,17.3,34,0.86,-0.09,-0.04,0.31,0.05,5e-04,7e-04,0.004,0.095,0.79,40,33,57,71
"2466",2466,0,0,3.79,0.041,4.29,77,0.93,-0.04,0.02,-0.14,-0.07,5e-04,4e-04,0,0.054,0.19,34,41,26,80
"2467",2467,0,0,1.95,0.048,3.32,41,0.94,0.09,-0.03,-0.17,-0.06,-7e-04,-6e-04,-0.001,0.064,0.41,40,37,78,29
